leader_id|attached_id|
000001579|000003824|
000004184|000004185|
000003707|000000016|
000004173|000002685|
000001174|000000315|
000000152|000002772|
000004187|000004185|
000000073|000000061|
000002726|000000126|
000000877|000003822|
000001174|000001997|
000001536|000000021|
000003848|000003849|
000002709|000001154|
000002234|000002780|
000001527|000001166|
000004183|000000070|
000003832|000002285|
000002530|000002779|
000004045|000004050|
000002775|000001157|
000000135|000000230|
000000218|000000061|
000001172|000002099|
000002793|000002798|
000001346|000000071|
000002773|000001154|
000002677|000000118|
000002793|000002255|
000002794|000002798|
000002477|000004212|
000000001|000003861|
000000073|000003698|
000002266|000000064|
000000934|000002570|
000002709|000000070|
000000115|000000230|
000001346|000000315|
000002713|000000070|
000000218|000002098|
000002792|000001157|
000003812|000002587|
000000121|000002255|
000002775|000000147|
000000587|000000591|
000002468|000002302|
000002468|000000104|
000000152|000001606|
000000944|000002570|
000000160|000000061|
000000306|000004131|
000002477|000000848|
000002760|000002767|
000000317|000000318|
000000115|000001183|
000003947|000003948|
000000374|000000384|
000001174|000002783|
000004188|000001154|
000000375|000000384|
000000376|000000382|
000002707|000000126|
000000877|000002587|
000000379|000000381|
000000379|000000388|
000000380|000000383|
000000399|000000388|
000000399|000000381|
000001182|000000116|
000002296|000001157|
000002773|000000064|
000003943|000004001|
000004062|000004052|
000002518|000001563|
000004062|000004044|
000002519|000001450|
000004062|000004064|
000002520|000002523|
000002520|000002522|
000002520|000002521|
000004069|000004044|
000000079|000002302|
000001174|000003698|
000002775|000000070|
000000012|000000045|
000001346|000000064|
000000083|000003874|
000003848|000003850|
000000840|000001526|
000004166|000001183|
000002478|000004212|
000000152|000000070|
000000073|000002255|
000002090|000003816|
000000900|000000894|
000004204|000002098|
000004197|000004171|
000002759|000000601|
000002759|000000600|
000002597|000002598|
000001448|000001558|
000003815|000003824|
000001348|000000241|
000000876|000002684|
000004204|000002799|
000002709|000000147|
000001580|000004119|
000001611|000000064|
000000112|000000315|
000002775|000002270|
000000012|000000021|
000002291|000001166|
000004204|000002255|
000002542|000000632|
000004190|000002570|
000000015|000000044|
000002678|000001154|
000003812|000002683|
000002760|000003816|
000004188|000002255|
000001579|000002685|
000000839|000001526|
000004197|000004169|
000001362|000000384|
000002762|000002509|
000002762|000002587|
000002763|000002509|
000002763|000002587|
000002764|000002509|
000002764|000002587|
000002765|000002509|
000002765|000002587|
000000285|000004131|
000004130|000000303|
000000292|000004131|
000003839|000003843|
000004129|000000303|
000002804|000000303|
000000839|000000841|
000000297|000004131|
000001016|000001020|
000001017|000001035|
000001032|000001474|
000001032|000001020|
000001032|000004122|
000001033|000001020|
000001053|000001056|
000001053|000001371|
000001053|000001372|
000001054|000001371|
000001054|000001372|
000001055|000001056|
000001055|000001044|
000001058|000001044|
000001058|000001056|
000001367|000001044|
000001368|000001044|
000001369|000001044|
000001556|000000958|
000001647|000001142|
000002460|000001371|
000002460|000001372|
000000009|000000045|
000002296|000000071|
000002234|000001154|
000000013|000000020|
000001174|000000070|
000000013|000000021|
000004228|000000021|
000000877|000002683|
000004228|000000016|
000002266|000000315|
000004183|000004185|
000000015|000000021|
000002795|000001154|
000003841|000003842|
000000063|000000241|
000001346|000000070|
000002234|000000061|
000002234|000002783|
000000063|000001166|
000000119|000000128|
000000218|000001157|
000002472|000000894|
000000169|000000070|
000000901|000000908|
000000218|000001606|
000000899|000002481|
000002707|000000315|
000003848|000003851|
000002677|000002302|
000001182|000000241|
000000877|000003826|
000001174|000002780|
000000944|000003876|
000000219|000000118|
000000158|000000126|
000001104|000001112|
000001106|000001114|
000001162|000001160|
000000115|000003873|
000001165|000000071|
000000121|000000064|
000001174|000002285|
000000874|000004074|
000002701|000000128|
000000876|000004174|
000000153|000003836|
000002296|000001606|
000004070|000004044|
000000877|000003825|
000000001|000000016|
000001579|000002684|
000002709|000002255|
000000219|000002302|
000002795|000001606|
000002709|000000064|
000002726|000000147|
000001579|000003816|
000002105|000001183|
000004204|000001157|
000002266|000000326|
000001174|000002798|
000002500|000001020|
000000127|000004231|
000002773|000003698|
000000225|000001606|
000004193|000002532|
000003707|000000021|
000000152|000002098|
000001346|000000324|
000002678|000002255|
000002773|000002783|
000000160|000002255|
000001346|000000147|
000000160|000002098|
000002707|000001154|
000002707|000003698|
000002105|000000118|
000002108|000000534|
000002108|000000535|
000002109|000002110|
000002760|000002683|
000000073|000000324|
000002491|000002496|
000000925|000002570|
000003831|000001157|
000001172|000001177|
000002090|000003824|
000001446|000000882|
000000079|000000230|
000002090|000003822|
000002773|000000061|
000002760|000003824|
000000900|000000903|
000002589|000002590|
000000634|000004156|
000004155|000004156|
000000634|000000648|
000000639|000000646|
000000640|000000646|
000000641|000000650|
000000642|000000650|
000000643|000000648|
000002688|000000471|
000002688|000000475|
000002688|000002687|
000000839|000000842|
000004202|000000468|
000003831|000001154|
000000073|000002798|
000004244|000002612|
000002488|000000017|
000002701|000001668|
000003943|000003950|
000002709|000002103|
000002748|000002712|
000002605|000003898|
000002793|000002799|
000003941|000004001|
000000115|000002302|
000000127|000001177|
000001346|000003698|
000002605|000002616|
000000716|000002612|
000002773|000000324|
000000874|000003824|
000000889|000002746|
000001346|000002772|
000002622|000002627|
000002623|000002627|
000002623|000002631|
000002623|000002630|
000002625|000002627|
000002625|000002631|
000002625|000002630|
000002626|000002627|
000000402|000000418|
000003815|000003825|
000000899|000000903|
000001172|000004231|
000001346|000002783|
000000094|000001166|
000002796|000000061|
000002100|000000061|
000004188|000000061|
000000135|000003873|
000000079|000000230|
000000135|000000231|
000000060|000002099|
000002708|000000147|
000002708|000002776|
000001580|000001525|
000002090|000003827|
000000073|000000147|
000000140|000002780|
000002677|000000230|
000000226|000002098|
000002773|000002798|
000002713|000002772|
000000876|000002767|
000003812|000003818|
000002477|000000849|
000002100|000002103|
000000938|000004191|
000001527|000000116|
000004204|000004185|
000002090|000002685|
000000225|000001157|
000001527|000000241|
000002731|000002590|
000002731|000002732|
000003814|000003822|
000002738|000002776|
000001182|000001166|
000000158|000001606|
000000079|000000231|
000002750|000001044|
000002755|000001474|
000002755|000001020|
000002755|000004122|
000001466|000001336|
000002760|000002684|
000000219|000000104|
000002775|000003698|
000000218|000003698|
000002100|000000147|
000004187|000000147|
000004198|000004171|
000004197|000004168|
000002792|000000061|
000000900|000000908|
000002796|000001157|
000002530|000001159|
000000225|000000070|
000004183|000002772|
000000169|000000061|
000002775|000002255|
000000153|000002285|
000002773|000000315|
000000079|000000104|
000000169|000002103|
000000877|000004074|
000001584|000003876|
000000152|000002255|
000001464|000002584|
000001536|000000038|
000000874|000003822|
000001581|000002570|
000000899|000000894|
000002291|000002712|
000002472|000000908|
000002472|000004189|
000000900|000004189|
000002482|000000894|
000004188|000000147|
000003839|000003842|
000002477|000000841|
000002266|000001154|
000001344|000000315|
000000840|000004212|
000002707|000002798|
000004036|000004044|
000002468|000000230|
000003846|000003853|
000003847|000003853|
000003847|000003857|
000002796|000002798|
000003831|000002772|
000002694|000000484|
000000135|000002302|
000003941|000003977|
000003890|000003898|
000003909|000000601|
000003914|000003916|
000003914|000003918|
000003915|000003917|
000000073|000001157|
000002534|000002536|
000004159|000004164|
000003937|000000724|
000002775|000000064|
000003938|000003948|
000004100|000004101|
000003946|000003950|
000000716|000002614|
000003943|000003948|
000000889|000002615|
000001396|000002614|
000002775|000000324|
000000169|000000147|
000002375|000002374|
000001396|000003893|
000000219|000000230|
000000582|000000589|
000004036|000004064|
000004037|000004043|
000004038|000004067|
000004039|000004064|
000001346|000003698|
000004041|000004064|
000000933|000002570|
000004046|000004057|
000003844|000003850|
000003844|000003851|
000004047|000004054|
000004048|000004054|
000004048|000004058|
000003712|000003713|
000003844|000003849|
000004062|000004057|
000004062|000004050|
000000936|000003876|
000001600|000003713|
000001355|000004191|
000001600|000000946|
000002530|000002718|
000000928|000000952|
000002773|000000126|
000000119|000001159|
000000944|000000952|
000002701|000002779|
000000942|000000952|
000004187|000001157|
000004078|000004079|
000004078|000004080|
000004083|000004089|
000004084|000004081|
000004084|000004088|
000004085|000004079|
000004085|000004080|
000004085|000004088|
000002773|000001157|
000004100|000001144|
000004065|000004064|
000004103|000002631|
000004103|000002630|
000004109|000001044|
000004117|000000482|
000004118|000003886|
000004129|000004131|
000004130|000000305|
000002803|000000303|
000004130|000004131|
000004129|000000305|
000000297|000000303|
000000929|000003876|
000000119|000002806|
000000941|000000952|
000001129|000001132|
000001138|000001142|
000001139|000001145|
000000716|000002613|
000000716|000002746|
000004049|000004052|
000001394|000002746|
000001394|000003893|
000001394|000002615|
000004218|000002614|
000004232|000000118|
000004218|000002612|
000000889|000002614|
000000889|000002613|
000001400|000000613|
000001400|000000597|
000001400|000000598|
000003831|000000126|
000000225|000003698|
000000160|000000070|
000003871|000002780|
000004234|000000241|
000000148|000000326|
000002090|000002683|
000001174|000003836|
000000226|000001606|
000002792|000002798|
000000169|000002772|
000002296|000002255|
000000151|000000165|
000002702|000000116|
000000169|000000064|
000000135|000000230|
000003704|000002588|
000000079|000000118|
000000140|000002270|
000002477|000000842|
000003841|000003843|
000000580|000000629|
000000164|000002737|
000001344|000000147|
000000083|000000147|
000000083|000002776|
000002482|000000908|
000000112|000002737|
000003833|000002737|
000000112|000000147|
000000112|000002776|
000000060|000004231|
000001174|000003698|
000000112|000003874|
000000115|000000230|
000000115|000000118|
000002773|000002255|
000002605|000002374|
000000094|000000241|
000000928|000002570|
000002266|000002255|
000000135|000000118|
000003945|000003969|
000001346|000002798|
000002773|000000070|
000002773|000002780|
000002792|000001154|
000000006|000000038|
000000874|000002683|
000004204|000000061|
000002713|000002103|
000002378|000003898|
000002266|000001157|
000003814|000004174|
000003814|000003816|
000004046|000004051|
000002593|000002598|
000002593|000002599|
000002594|000002598|
000002594|000002599|
000002595|000002599|
000002596|000002598|
000000225|000000061|
000002597|000002603|
000000152|000000064|
000002530|000000128|
000000404|000000411|
000000404|000000412|
000000405|000000411|
000000405|000000412|
000001174|000004175|
000003707|000000038|
000000408|000000411|
000000408|000000413|
000000408|000000412|
000000410|000000422|
000000001|000000021|
000002266|000002780|
000000015|000000019|
000000876|000002683|
000000840|000000841|
000004204|000001606|
000002266|000000147|
000002266|000002270|
000001396|000002612|
000000135|000001183|
000000157|000002737|
000001174|000000064|
000002748|000000116|
000001355|000003876|
000004234|000001166|
000004204|000004175|
000002773|000001606|
000002266|000002783|
000000115|000004138|
000000121|000000070|
000002296|000000070|
000001394|000002613|
000002234|000004137|
000002296|000000126|
000002678|000000070|
000002707|000000070|
000002760|000003827|
000000002|000000024|
000002468|000000231|
000004192|000002570|
000001611|000001154|
000002090|000004174|
000002760|000003822|
000000012|000000038|
000001174|000001157|
000004187|000000126|
000004049|000004057|
000000583|000000591|
000002760|000002587|
000000094|000002712|
000002748|000001166|
000000219|000001183|
000000063|000001166|
000000148|000002103|
000002760|000003825|
000000839|000004119|
000000839|000001525|
000000840|000000842|
000000226|000000061|
000000874|000004174|
000000225|000002098|
000004049|000004051|
000000226|000001154|
000001346|000000061|
000002701|000001160|
000002726|000002103|
000002519|000000882|
000000060|000002781|
000004046|000004052|
000004244|000002614|
000004183|000004231|
000004218|000002613|
000001396|000002615|
000004216|000002612|
000002607|000002612|
000000889|000003893|
000004216|000002614|
000000898|000002066|
000000898|000000904|
000002480|000000908|
000002480|000002507|
000002482|000002481|
000002472|000000903|
000001446|000001559|
000000899|000000909|
000000901|000002507|
000000899|000000908|
000000900|000000909|
000000902|000002507|
000002482|000000903|
000002519|000001559|
000002480|000002481|
000002472|000002481|
000002480|000000909|
000002064|000000894|
000000901|000000909|
000000900|000002481|
000000901|000002481|
000002480|000000894|
000002064|000000903|
000001553|000000894|
000000902|000000909|
000000939|000000947|
000000938|000000952|
000000930|000000947|
000000929|000002570|
000002569|000002571|
000002569|000001601|
000004065|000004066|
000004065|000004044|
000000934|000000952|
000000925|000000947|
000000943|000000957|
000000148|000000070|
000000940|000000957|
000001355|000002570|
000004234|000001166|
000000933|000000952|
000000929|000000952|
000004062|000004051|
000000936|000000952|
000001600|000001601|
000000928|000001601|
000000935|000000957|
000000925|000000952|
000004046|000004050|
000002569|000003713|
000000153|000001997|
000002726|000000064|
000002702|000001166|
000000924|000000952|
000000924|000000947|
000000932|000000957|
000001462|000002583|
000000928|000003713|
000000073|000004137|
000001355|000000952|
000000936|000002571|
000000151|000000064|
000004045|000004052|
000004192|000000952|
000000931|000000957|
000003845|000003849|
000004192|000004191|
000004190|000000952|
000001546|000000514|
000001361|000000384|
000001361|000000382|
000001362|000000382|
000000377|000000384|
000000226|000002255|
000000006|000000024|
000000148|000000064|
000001346|000000126|
000000073|000000070|
000002793|000000061|
000003814|000003824|
000000218|000000070|
000004216|000002613|
000002100|000000070|
000002804|000000305|
000004173|000002683|
000003814|000003826|
000001600|000002571|
000001580|000000844|
000004187|000001154|
000002796|000000126|
000002775|000002798|
000000083|000000064|
000001611|000000070|
000003693|000000534|
000003693|000000535|
000003693|000000536|
000004204|000004137|
000003702|000000413|
000000121|000002103|
000003703|000000413|
000000877|000002684|
000003704|000000413|
000000011|000000025|
000002775|000002799|
000000004|000002494|
000003711|000000958|
000000928|000004191|
000003714|000002066|
000003714|000000904|
000003812|000002767|
000002090|000003825|
000001174|000004137|
000003812|000002684|
000002796|000004137|
000000876|000003825|
000002773|000000326|
000000119|000002779|
000000073|000002783|
000002795|000002799|
000000876|000003816|
000002760|000003826|
000001174|000000324|
000002090|000002587|
000003829|000002767|
000000219|000000231|
000000226|000003698|
000004193|000000632|
000002518|000001559|
000002793|000004137|
000003703|000002588|
000002266|000003698|
000002726|000001606|
000003844|000003856|
000001174|000000061|
000000083|000000324|
000001446|000001450|
000001447|000001563|
000001447|000001450|
000001446|000001563|
000001448|000001453|
000001449|000001454|
000001455|000001114|
000001456|000001115|
000000874|000002685|
000001462|000002584|
000001463|000001127|
000000874|000002587|
000001464|000002583|
000001466|000001134|
000001467|000001132|
000001468|000001132|
000001469|000001132|
000001472|000004122|
000001472|000001034|
000001472|000001474|
000002477|000001526|
000002792|000001606|
000001477|000003700|
000001477|000000418|
000000876|000003822|
000001579|000004074|
000002234|000000064|
000000003|000000033|
000004234|000002712|
000002773|000002202|
000000286|000000305|
000000877|000003824|
000000152|000000061|
000000073|000000064|
000002489|000002494|
000002090|000003826|
000001174|000001154|
000001537|000000036|
000002738|000000064|
000000874|000003816|
000002266|000000070|
000002760|000003818|
000002491|000002494|
000001581|000003876|
000002677|000000231|
000000499|000000476|
000001579|000003827|
000001527|000002712|
000000282|000000318|
000000714|000002614|
000000713|000002614|
000003922|000002612|
000003889|000002613|
000000889|000002612|
000001394|000002614|
000000716|000003893|
000000716|000002615|
000000719|000002746|
000002775|000002098|
000001579|000002683|
000000226|000000071|
000000119|000001668|
000002707|000004175|
000000073|000001154|
000002518|000000882|
000000121|000002772|
000000876|000003824|
000002063|000000903|
000000012|000000020|
000001449|000001560|
000000840|000004211|
000000160|000001154|
000000127|000000103|
000000127|000002099|
000000060|000000103|
000000944|000004191|
000001172|000002781|
000000060|000001177|
000000399|000000383|
000000406|000003700|
000001581|000004191|
000000083|000000315|
000002760|000004174|
000000160|000000126|
000002468|000001183|
000004141|000004144|
000004141|000004143|
000001182|000001166|
000001580|000000848|
000003946|000003977|
000004183|000000064|
000002100|000000126|
000002738|000000147|
000000148|000002202|
000000839|000004212|
000001346|000002799|
000002375|000003893|
000002064|000000908|
000002796|000002255|
000001553|000000903|
000000875|000004074|
000002678|000000061|
000004204|000000147|
000000169|000000071|
000003832|000003836|
000002530|000002806|
000000839|000004211|
000001174|000000071|
000002709|000000061|
000000135|000004138|
000000063|000000116|
000002100|000001154|
000001396|000002613|
000002677|000004138|
000004237|000004235|
000004183|000000104|
000002266|000002798|
000002726|000000070|
000000158|000001154|
000002677|000001183|
000002064|000004189|
000000094|000000116|
000001580|000000843|
000001394|000002374|
000004204|000000070|
000002795|000002798|
000001174|000002799|
000002773|000004175|
000003814|000003827|
000004183|000000103|
000000936|000004191|
000001611|000000061|
000001174|000002255|
000001346|000002098|
000000874|000002684|
000004194|000000632|
000000288|000000323|
000000288|000000322|
000002805|000000323|
000000287|000000322|
000002803|000000305|
000001394|000002612|
000000283|000000322|
000000292|000000303|
000000169|000001154|
000001182|000002712|
000004232|000000318|
000004232|000001183|
000001584|000004191|
000001611|000000147|
000002234|000000324|
000004233|000000322|
000000297|000000305|
000003872|000002780|
000000285|000000303|
000000292|000000305|
000003831|000000061|
000000284|000000322|
000000942|000003876|
000003812|000002685|
000004070|000004064|
000001162|000001523|
000002709|000001157|
000002713|000002255|
000004173|000002684|
000000376|000000384|
000000377|000000382|
000000373|000000384|
000000375|000000382|
000001037|000001044|
000001038|000001372|
000001038|000001371|
000001041|000001372|
000001041|000001371|
000002773|000004137|
000002266|000000126|
000001346|000004137|
000003815|000004174|
000004204|000000126|
000000121|000001154|
000000169|000002255|
000002713|000000071|
000003831|000002103|
000000874|000003826|
000004183|000000061|
000000012|000000016|
000000063|000002712|
000002701|000001159|
000000840|000004119|
000004227|000000016|
000003815|000003816|
000000938|000002570|
000000286|000004131|
000000073|000002103|
000002708|000000064|
000002794|000001157|
000000140|000001157|
000002748|000000241|
000002707|000000324|
000000151|000000147|
000002100|000002772|
000000936|000002570|
000000306|000000305|
000004202|000000469|
000000169|000002098|
000000015|000000016|
000000877|000003827|
000002090|000002767|
000002793|000001157|
000000079|000001183|
000000225|000001154|
000002773|000003698|
000003831|000000070|
000000839|000000848|
000000079|000003873|
000004204|000000071|
000002478|000001525|
000002234|000001157|
000001345|000002718|
000000929|000004191|
000000140|000000147|
000002795|000004137|
000004204|000002772|
000004045|000004057|
000000158|000002270|
000000902|000002481|
000002296|000003698|
000001344|000000064|
000000152|000002103|
000000839|000000849|
000000374|000000382|
000000933|000003876|
000004155|000000648|
000000634|000000644|
000004155|000000644|
000004166|000000118|
000000140|000002799|
000004183|000000147|
000000840|000000843|
000002709|000001606|
000002296|000000061|
000001346|000001606|
000001537|000000033|
000000876|000003826|
000000073|000000315|
000000408|000002588|
000000402|000003701|
000002726|000001154|
000000306|000000303|
000004228|000003861|
000002707|000002780|
000004173|000003818|
000002760|000002685|
000001478|000003701|
000001478|000003699|
000000152|000000147|
000000402|000003700|
000002477|000004211|
000000406|000003701|
000000402|000003699|
000002678|000000064|
000002473|000004231|
000004178|000004176|
000004178|000000535|
000004178|000000534|
000000889|000002374|
000002760|000004074|
000002296|000001154|
000002707|000001606|
000004183|000001606|
000000928|000002571|
000002775|000000126|
000000925|000004191|
000000840|000000848|
000002796|000001606|
000004173|000002587|
000002775|000001606|
000002234|000002798|
000002234|000004175|
000002678|000000147|
000000286|000000315|
000000226|000001157|
000004244|000002746|
000001611|000001157|
000003889|000002374|
000000073|000000126|
000004183|000000071|
000002795|000000061|
000000073|000004175|
000004188|000001606|
000004234|000000116|
000000148|000000324|
000000112|000000324|
000002793|000001606|
000000218|000001154|
000000226|000000126|
000002709|000000071|
000004187|000000064|
000001478|000003700|
000002234|000000315|
000002234|000001606|
000000304|000000303|
000003707|000000020|
000001348|000002712|
000002100|000001157|
000000584|000000589|
000001174|000002737|
000002775|000003698|
000004183|000002099|
000000840|000000844|
000000140|000000326|
000003831|000002255|
000003880|000003881|
000004183|000002255|
000004204|000003698|
000002792|000002799|
000000121|000000071|
000004204|000000324|
000002796|000002799|
000000225|000000126|
000000121|000001606|
000000839|000000844|
000002773|000002270|
000000876|000003827|
000000073|000003698|
000002606|000002615|
000003946|000004001|
000000140|000002202|
000000140|000001154|
000000933|000004191|
000000286|000000303|
000000218|000000126|
000000152|000000071|
000000225|000002255|
000000169|000001606|
000002773|000002799|
000000169|000000126|
000002678|000002725|
000000073|000000071|
000004188|000001157|
000004187|000002103|
000000158|000001157|
000000158|000000070|
000001346|000002255|
000002794|000000061|
000002605|000002615|
000000218|000002255|
000003940|000003949|
000003943|000003949|
000001466|000001337|
000001346|000001154|
000004187|000000061|
000000073|000004185|
000004183|000001157|
000001553|000004189|
000002473|000001177|
000004204|000002780|
000004183|000000118|
000001580|000004212|
000001348|000000116|
000000112|000003837|
000000135|000000104|
000000160|000001606|
000002477|000004119|
000000226|000000070|
000000140|000000315|
000004187|000002255|
000000073|000002098|
000000160|000000064|
000002234|000000071|
000001174|000003837|
000002477|000000844|
000000158|000000061|
000002609|000002612|
000004183|000001183|
000002702|000000241|
000000169|000001157|
000001584|000000952|
000000928|000000946|
000002569|000000946|
000000944|000000966|
000000934|000003876|
000000115|000000231|
000000013|000000045|
000000936|000001601|
000000936|000003713|
000000941|000002570|
000004192|000003876|
000004188|000000064|
000000942|000002570|
000001584|000002570|
000003943|000003976|
000002543|000000632|
000004193|000002531|
000004204|000000315|
000002707|000002799|
000002543|000003917|
000002542|000003918|
000004201|000002600|
000002694|000002692|
000002694|000002691|
000004202|000002691|
000004202|000002692|
000002707|000000071|
000002266|000000324|
000000218|000000071|
000001174|000002098|
000002707|000003698|
000001477|000003701|
000000152|000000126|
000000140|000001606|
000001174|000000147|
000001345|000002806|
000004216|000002374|
000002607|000002615|
000004183|000000126|
000000874|000002767|
000001346|000001157|
000002519|000001563|
000004205|000004206|
000004205|000000965|
000004205|000000947|
000002105|000000104|
000000840|000001525|
000004218|000002615|
000003891|000002614|
000004218|000003893|
000002606|000002612|
000004216|000003893|
000002605|000003893|
000004216|000002615|
000004218|000002746|
000002605|000002612|
000004216|000002746|
000002375|000002613|
000002605|000002614|
000002775|000002202|
000000839|000000843|
000003889|000003893|
000000015|000000020|
000004167|000001166|
000001536|000000016|
000002100|000000064|
000002775|000001154|
000004166|000000104|
000002477|000001525|
000001580|000004211|
000000140|000002798|
000000373|000000382|
000001477|000003699|
000000406|000000418|
000001478|000000418|
000000934|000004191|
000000936|000000946|
000001581|000000952|
000000634|000002471|
000002709|000002772|
000002234|000003698|
000002794|000001154|
000004239|000000017|
000001396|000002374|
000002291|000000116|
000004204|000001154|
000002775|000002780|
000000941|000004191|
000000874|000003825|
000003815|000003826|
000002726|000000061|
000002518|000001450|
000001580|000000842|
000001611|000000071|
000001346|000002103|
000002478|000001526|
000003712|000001601|
000000152|000001157|
000002542|000003917|
000003831|000001606|
000001580|000000849|
000002775|000000061|
000000013|000000016|
000002802|000000324|
000004039|000004044|
000000073|000001606|
000001611|000002202|
000002100|000001606|
000000874|000003818|
000004187|000002772|
000000938|000003876|
000002773|000000147|
000003712|000000946|
000001536|000000020|
000002702|000001166|
000002090|000002684|
000002707|000002783|
000002477|000000843|
